mol_id,label,num_nodes,num_edges,csv_row,file_path
1026,496.15,74,77,1026,graph_npz/batch_1/1026.npz
1027,438.15,33,35,1027,graph_npz/batch_1/1027.npz
1028,388.15,80,89,1028,graph_npz/batch_1/1028.npz
1029,402.15,37,40,1029,graph_npz/batch_1/1029.npz
1030,333.15,48,51,1030,graph_npz/batch_1/1030.npz
1031,334.15,51,54,1031,graph_npz/batch_1/1031.npz
1032,368.15,45,48,1032,graph_npz/batch_1/1032.npz
1033,311.25,24,25,1033,graph_npz/batch_1/1033.npz
1034,301.85,24,25,1034,graph_npz/batch_1/1034.npz
1035,307.65,34,35,1035,graph_npz/batch_1/1035.npz
1036,282.65,34,35,1036,graph_npz/batch_1/1036.npz
1037,530.65,33,36,1037,graph_npz/batch_1/1037.npz
1038,451.15,62,68,1038,graph_npz/batch_1/1038.npz
1039,438.15,75,79,1039,graph_npz/batch_1/1039.npz
1040,407.15,56,62,1040,graph_npz/batch_1/1040.npz
1041,429.15,49,51,1041,graph_npz/batch_1/1041.npz
1042,418.15,78,89,1042,graph_npz/batch_1/1042.npz
1043,416.15,78,89,1043,graph_npz/batch_1/1043.npz
1044,268.35,66,68,1044,graph_npz/batch_1/1044.npz
1045,278.35,59,63,1045,graph_npz/batch_1/1045.npz
1046,305.85,36,37,1046,graph_npz/batch_1/1046.npz
1047,296.15,7,6,1047,graph_npz/batch_1/1047.npz
1048,431.15,16,16,1048,graph_npz/batch_1/1048.npz
1049,383.15,12,12,1049,graph_npz/batch_1/1049.npz
1050,345.15,26,27,1050,graph_npz/batch_1/1050.npz
1051,398.15,8,7,1051,graph_npz/batch_1/1051.npz
1052,328.15,17,16,1052,graph_npz/batch_1/1052.npz
1053,364.15,28,28,1053,graph_npz/batch_1/1053.npz
1054,361.15,26,26,1054,graph_npz/batch_1/1054.npz
1055,350.15,25,25,1055,graph_npz/batch_1/1055.npz
1056,323.15,15,14,1056,graph_npz/batch_1/1056.npz
1057,338.15,14,13,1057,graph_npz/batch_1/1057.npz
1058,346.15,13,12,1058,graph_npz/batch_1/1058.npz
1059,444.15,30,32,1059,graph_npz/batch_1/1059.npz
1060,503.15,30,32,1060,graph_npz/batch_1/1060.npz
1061,448.15,24,25,1061,graph_npz/batch_1/1061.npz
1062,481.15,24,25,1062,graph_npz/batch_1/1062.npz
1063,522.15,24,25,1063,graph_npz/batch_1/1063.npz
1064,495.15,24,25,1064,graph_npz/batch_1/1064.npz
1065,300.15,12,11,1065,graph_npz/batch_1/1065.npz
1066,276.55,8,7,1066,graph_npz/batch_1/1066.npz
1067,382.15,11,10,1067,graph_npz/batch_1/1067.npz
1068,257.75,9,8,1068,graph_npz/batch_1/1068.npz
1069,240.15,12,11,1069,graph_npz/batch_1/1069.npz
1070,226.15,13,12,1070,graph_npz/batch_1/1070.npz
1071,223.15,15,14,1071,graph_npz/batch_1/1071.npz
1072,238.05,29,28,1072,graph_npz/batch_1/1072.npz
1073,289.15,38,40,1073,graph_npz/batch_1/1073.npz
1074,365.55,31,32,1074,graph_npz/batch_1/1074.npz
1075,236.05,11,10,1075,graph_npz/batch_1/1075.npz
1076,231.65,14,13,1076,graph_npz/batch_1/1076.npz
1077,318.15,6,5,1077,graph_npz/batch_1/1077.npz
1078,453.15,20,20,1078,graph_npz/batch_1/1078.npz
1079,417.15,14,13,1079,graph_npz/batch_1/1079.npz
1080,323.15,17,16,1080,graph_npz/batch_1/1080.npz
1081,305.65,19,18,1081,graph_npz/batch_1/1081.npz
1082,404.15,19,18,1082,graph_npz/batch_1/1082.npz
1083,370.65,21,20,1083,graph_npz/batch_1/1083.npz
1084,418.15,16,16,1084,graph_npz/batch_1/1084.npz
1085,429.65,14,14,1085,graph_npz/batch_1/1085.npz
1086,353.15,17,17,1086,graph_npz/batch_1/1086.npz
1087,510.15,21,22,1087,graph_npz/batch_1/1087.npz
1088,483.15,23,24,1088,graph_npz/batch_1/1088.npz
1089,480.15,20,21,1089,graph_npz/batch_1/1089.npz
1090,398.15,23,23,1090,graph_npz/batch_1/1090.npz
1091,313.65,7,6,1091,graph_npz/batch_1/1091.npz
1092,259.15,7,6,1092,graph_npz/batch_1/1092.npz
1093,348.15,26,27,1093,graph_npz/batch_1/1093.npz
1094,310.15,8,7,1094,graph_npz/batch_1/1094.npz
1095,289.15,12,11,1095,graph_npz/batch_1/1095.npz
1096,259.15,7,6,1096,graph_npz/batch_1/1096.npz
1097,296.15,11,10,1097,graph_npz/batch_1/1097.npz
1098,237.15,10,9,1098,graph_npz/batch_1/1098.npz
1099,453.15,18,18,1099,graph_npz/batch_1/1099.npz
1100,453.15,17,17,1100,graph_npz/batch_1/1100.npz
1101,453.15,17,17,1101,graph_npz/batch_1/1101.npz
1102,405.15,16,15,1102,graph_npz/batch_1/1102.npz
1103,367.15,21,20,1103,graph_npz/batch_1/1103.npz
1104,325.15,13,12,1104,graph_npz/batch_1/1104.npz
1105,201.65,7,6,1105,graph_npz/batch_1/1105.npz
1106,226.15,7,6,1106,graph_npz/batch_1/1106.npz
1107,204.15,9,8,1107,graph_npz/batch_1/1107.npz
1108,206.15,11,10,1108,graph_npz/batch_1/1108.npz
1109,232.15,15,14,1109,graph_npz/batch_1/1109.npz
1110,293.15,16,16,1110,graph_npz/batch_1/1110.npz
1111,291.15,15,15,1111,graph_npz/batch_1/1111.npz
1112,360.65,18,20,1112,graph_npz/batch_1/1112.npz
1113,242.15,31,33,1113,graph_npz/batch_1/1113.npz
1114,274.15,26,28,1114,graph_npz/batch_1/1114.npz
1115,335.65,27,30,1115,graph_npz/batch_1/1115.npz
1116,249.15,11,10,1116,graph_npz/batch_1/1116.npz
1117,206.15,10,9,1117,graph_npz/batch_1/1117.npz
1118,230.15,17,16,1118,graph_npz/batch_1/1118.npz
1119,212.15,9,8,1119,graph_npz/batch_1/1119.npz
1120,214.15,10,9,1120,graph_npz/batch_1/1120.npz
1121,194.15,11,10,1121,graph_npz/batch_1/1121.npz
1122,187.65,13,12,1122,graph_npz/batch_1/1122.npz
1123,216.15,14,13,1123,graph_npz/batch_1/1123.npz
1124,258.15,18,17,1124,graph_npz/batch_1/1124.npz
1125,367.3,21,22,1125,graph_npz/batch_1/1125.npz
1126,384.15,21,22,1126,graph_npz/batch_1/1126.npz
1127,293.15,15,15,1127,graph_npz/batch_1/1127.npz
1128,315.15,13,13,1128,graph_npz/batch_1/1128.npz
1129,337.15,12,11,1129,graph_npz/batch_1/1129.npz
1130,330.15,11,10,1130,graph_npz/batch_1/1130.npz
1131,316.15,12,11,1131,graph_npz/batch_1/1131.npz
1132,310.15,13,12,1132,graph_npz/batch_1/1132.npz
1133,312.15,14,13,1133,graph_npz/batch_1/1133.npz
1134,358.15,10,9,1134,graph_npz/batch_1/1134.npz
1135,229.15,10,9,1135,graph_npz/batch_1/1135.npz
1136,236.15,8,7,1136,graph_npz/batch_1/1136.npz
1137,216.15,9,8,1137,graph_npz/batch_1/1137.npz
1138,212.15,10,9,1138,graph_npz/batch_1/1138.npz
1139,208.15,11,10,1139,graph_npz/batch_1/1139.npz
1140,205.15,12,11,1140,graph_npz/batch_1/1140.npz
1141,238.15,9,8,1141,graph_npz/batch_1/1141.npz
1142,312.15,18,19,1142,graph_npz/batch_1/1142.npz
1143,268.15,14,14,1143,graph_npz/batch_1/1143.npz
1144,301.15,21,22,1144,graph_npz/batch_1/1144.npz
1145,290.15,19,20,1145,graph_npz/batch_1/1145.npz
1146,425.15,19,19,1146,graph_npz/batch_1/1146.npz
1147,391.15,22,22,1147,graph_npz/batch_1/1147.npz
1148,371.15,23,23,1148,graph_npz/batch_1/1148.npz
1149,345.15,18,18,1149,graph_npz/batch_1/1149.npz
1150,345.15,22,22,1150,graph_npz/batch_1/1150.npz
1151,321.15,30,31,1151,graph_npz/batch_1/1151.npz
1152,343.15,35,37,1152,graph_npz/batch_1/1152.npz
1153,423.15,25,26,1153,graph_npz/batch_1/1153.npz
1154,423.15,24,25,1154,graph_npz/batch_1/1154.npz
1155,425.15,26,27,1155,graph_npz/batch_1/1155.npz
1156,422.15,27,28,1156,graph_npz/batch_1/1156.npz
1157,353.15,15,15,1157,graph_npz/batch_1/1157.npz
1158,372.15,24,25,1158,graph_npz/batch_1/1158.npz
1159,429.15,25,26,1159,graph_npz/batch_1/1159.npz
1160,304.15,26,26,1160,graph_npz/batch_1/1160.npz
1161,331.15,40,42,1161,graph_npz/batch_1/1161.npz
1162,374.15,49,52,1162,graph_npz/batch_1/1162.npz
1163,349.15,43,45,1163,graph_npz/batch_1/1163.npz
1164,400.15,53,58,1164,graph_npz/batch_1/1164.npz
1165,357.15,40,42,1165,graph_npz/batch_1/1165.npz
1166,339.15,34,35,1166,graph_npz/batch_1/1166.npz
1167,373.15,43,45,1167,graph_npz/batch_1/1167.npz
1168,363.15,41,43,1168,graph_npz/batch_1/1168.npz
1169,436.65,11,10,1169,graph_npz/batch_1/1169.npz
1170,332.65,16,15,1170,graph_npz/batch_1/1170.npz
1171,407.15,18,17,1171,graph_npz/batch_1/1171.npz
1172,317.65,19,18,1172,graph_npz/batch_1/1172.npz
1173,398.65,21,20,1173,graph_npz/batch_1/1173.npz
1174,314.15,9,8,1174,graph_npz/batch_1/1174.npz
1175,248.15,13,13,1175,graph_npz/batch_1/1175.npz
1176,307.15,11,11,1176,graph_npz/batch_1/1176.npz
1177,285.65,10,10,1177,graph_npz/batch_1/1177.npz
1178,270.65,11,11,1178,graph_npz/batch_1/1178.npz
1179,420.65,10,9,1179,graph_npz/batch_1/1179.npz
1180,339.15,12,11,1180,graph_npz/batch_1/1180.npz
1181,388.15,11,10,1181,graph_npz/batch_1/1181.npz
1182,324.15,13,12,1182,graph_npz/batch_1/1182.npz
1183,390.15,13,12,1183,graph_npz/batch_1/1183.npz
1184,375.15,16,15,1184,graph_npz/batch_1/1184.npz
1185,394.15,14,14,1185,graph_npz/batch_1/1185.npz
1186,318.15,39,40,1186,graph_npz/batch_1/1186.npz
1187,346.15,35,36,1187,graph_npz/batch_1/1187.npz
1188,383.15,37,38,1188,graph_npz/batch_1/1188.npz
1189,404.15,33,34,1189,graph_npz/batch_1/1189.npz
1190,389.15,31,32,1190,graph_npz/batch_1/1190.npz
1191,455.15,27,28,1191,graph_npz/batch_1/1191.npz
1192,444.15,20,21,1192,graph_npz/batch_1/1192.npz
1193,429.65,16,16,1193,graph_npz/batch_1/1193.npz
1194,363.65,19,19,1194,graph_npz/batch_1/1194.npz
1195,308.15,26,27,1195,graph_npz/batch_1/1195.npz
1196,338.15,25,27,1196,graph_npz/batch_1/1196.npz
1197,434.85,8,7,1197,graph_npz/batch_1/1197.npz
1198,348.15,17,16,1198,graph_npz/batch_1/1198.npz
1199,381.15,14,13,1199,graph_npz/batch_1/1199.npz
1200,385.15,41,46,1200,graph_npz/batch_1/1200.npz
1201,358.15,37,40,1201,graph_npz/batch_1/1201.npz
1202,353.15,33,36,1202,graph_npz/batch_1/1202.npz
1203,322.15,33,32,1203,graph_npz/batch_1/1203.npz
1204,333.15,16,15,1204,graph_npz/batch_1/1204.npz
1205,438.15,19,21,1205,graph_npz/batch_1/1205.npz
1206,469.15,37,39,1206,graph_npz/batch_1/1206.npz
1207,383.15,16,16,1207,graph_npz/batch_1/1207.npz
1208,467.15,20,22,1208,graph_npz/batch_1/1208.npz
1209,456.15,18,20,1209,graph_npz/batch_1/1209.npz
1210,398.15,17,17,1210,graph_npz/batch_1/1210.npz
1211,420.15,18,18,1211,graph_npz/batch_1/1211.npz
1212,472.15,20,23,1212,graph_npz/batch_1/1212.npz
1213,453.65,18,19,1213,graph_npz/batch_1/1213.npz
1214,373.15,18,18,1214,graph_npz/batch_1/1214.npz
1215,382.15,15,15,1215,graph_npz/batch_1/1215.npz
1216,392.15,12,12,1216,graph_npz/batch_1/1216.npz
1217,418.15,18,19,1217,graph_npz/batch_1/1217.npz
1218,362.15,15,15,1218,graph_npz/batch_1/1218.npz
1219,348.15,13,13,1219,graph_npz/batch_1/1219.npz
1220,358.15,15,15,1220,graph_npz/batch_1/1220.npz
1221,458.15,18,18,1221,graph_npz/batch_1/1221.npz
1222,426.65,14,14,1222,graph_npz/batch_1/1222.npz
1223,374.65,23,23,1223,graph_npz/batch_1/1223.npz
1224,331.15,11,10,1224,graph_npz/batch_1/1224.npz
1225,330.15,16,15,1225,graph_npz/batch_1/1225.npz
1226,364.15,11,10,1226,graph_npz/batch_1/1226.npz
1227,417.15,16,16,1227,graph_npz/batch_1/1227.npz
1228,401.15,17,17,1228,graph_npz/batch_1/1228.npz
1229,401.15,18,18,1229,graph_npz/batch_1/1229.npz
1230,365.65,17,17,1230,graph_npz/batch_1/1230.npz
1231,391.15,20,20,1231,graph_npz/batch_1/1231.npz
1232,413.15,32,34,1232,graph_npz/batch_1/1232.npz
1233,263.15,16,15,1233,graph_npz/batch_1/1233.npz
1234,258.15,33,32,1234,graph_npz/batch_1/1234.npz
1235,285.65,27,26,1235,graph_npz/batch_1/1235.npz
1236,320.15,21,20,1236,graph_npz/batch_1/1236.npz
1237,350.15,16,15,1237,graph_npz/batch_1/1237.npz
1238,378.15,22,23,1238,graph_npz/batch_1/1238.npz
1239,357.55,13,12,1239,graph_npz/batch_1/1239.npz
1240,381.15,18,18,1240,graph_npz/batch_1/1240.npz
1241,415.15,16,16,1241,graph_npz/batch_1/1241.npz
1242,378.15,15,15,1242,graph_npz/batch_1/1242.npz
1243,473.15,59,61,1243,graph_npz/batch_1/1243.npz
1244,400.15,29,29,1244,graph_npz/batch_1/1244.npz
1245,387.15,13,13,1245,graph_npz/batch_1/1245.npz
1246,378.15,14,14,1246,graph_npz/batch_1/1246.npz
1247,341.65,12,12,1247,graph_npz/batch_1/1247.npz
1248,397.15,15,15,1248,graph_npz/batch_1/1248.npz
1249,388.15,23,23,1249,graph_npz/batch_1/1249.npz
1250,403.15,20,21,1250,graph_npz/batch_1/1250.npz
1251,308.15,21,21,1251,graph_npz/batch_1/1251.npz
1252,304.15,25,25,1252,graph_npz/batch_1/1252.npz
1253,416.65,24,25,1253,graph_npz/batch_1/1253.npz
1254,367.15,11,10,1254,graph_npz/batch_1/1254.npz
1255,325.15,11,10,1255,graph_npz/batch_1/1255.npz
1256,364.15,12,11,1256,graph_npz/batch_1/1256.npz
1257,274.15,17,16,1257,graph_npz/batch_1/1257.npz
1258,320.15,35,34,1258,graph_npz/batch_1/1258.npz
1259,296.15,23,22,1259,graph_npz/batch_1/1259.npz
1260,383.15,16,16,1260,graph_npz/batch_1/1260.npz
1261,300.15,40,42,1261,graph_npz/batch_1/1261.npz
1262,330.95,41,43,1262,graph_npz/batch_1/1262.npz
1263,333.15,17,17,1263,graph_npz/batch_1/1263.npz
1264,283.15,13,12,1264,graph_npz/batch_1/1264.npz
1265,296.15,31,30,1265,graph_npz/batch_1/1265.npz
1266,296.15,25,24,1266,graph_npz/batch_1/1266.npz
1267,316.15,18,18,1267,graph_npz/batch_1/1267.npz
1268,313.15,33,34,1268,graph_npz/batch_1/1268.npz
1269,316.15,34,35,1269,graph_npz/batch_1/1269.npz
1270,318.15,35,36,1270,graph_npz/batch_1/1270.npz
1271,313.15,36,37,1271,graph_npz/batch_1/1271.npz
1272,323.15,37,38,1272,graph_npz/batch_1/1272.npz
1273,317.15,38,39,1273,graph_npz/batch_1/1273.npz
1274,357.15,51,50,1274,graph_npz/batch_1/1274.npz
1275,296.15,27,26,1275,graph_npz/batch_1/1275.npz
1276,262.15,16,15,1276,graph_npz/batch_1/1276.npz
1277,232.0,18,17,1277,graph_npz/batch_1/1277.npz
1278,233.15,26,25,1278,graph_npz/batch_1/1278.npz
1279,225.25,20,19,1279,graph_npz/batch_1/1279.npz
1280,201.15,22,21,1280,graph_npz/batch_1/1280.npz
1281,406.15,47,48,1281,graph_npz/batch_1/1281.npz
1282,368.35,68,69,1282,graph_npz/batch_1/1282.npz
1283,173.15,26,25,1283,graph_npz/batch_1/1283.npz
1284,347.65,73,77,1284,graph_npz/batch_1/1284.npz
1285,285.15,40,42,1285,graph_npz/batch_1/1285.npz
1286,296.15,36,37,1286,graph_npz/batch_1/1286.npz
1287,332.15,56,59,1287,graph_npz/batch_1/1287.npz
1288,283.15,37,38,1288,graph_npz/batch_1/1288.npz
1289,283.15,39,41,1289,graph_npz/batch_1/1289.npz
1290,304.15,32,34,1290,graph_npz/batch_1/1290.npz
1291,324.15,35,36,1291,graph_npz/batch_1/1291.npz
1292,376.35,45,49,1292,graph_npz/batch_1/1292.npz
1293,327.15,34,35,1293,graph_npz/batch_1/1293.npz
1294,322.15,34,35,1294,graph_npz/batch_1/1294.npz
1295,335.15,35,36,1295,graph_npz/batch_1/1295.npz
1296,328.15,36,37,1296,graph_npz/batch_1/1296.npz
1297,329.15,33,34,1297,graph_npz/batch_1/1297.npz
1298,338.55,43,45,1298,graph_npz/batch_1/1298.npz
1299,360.25,45,47,1299,graph_npz/batch_1/1299.npz
1300,345.15,49,52,1300,graph_npz/batch_1/1300.npz
1301,330.15,52,55,1301,graph_npz/batch_1/1301.npz
1302,330.15,42,44,1302,graph_npz/batch_1/1302.npz
1303,302.15,37,38,1303,graph_npz/batch_1/1303.npz
1304,294.15,36,37,1304,graph_npz/batch_1/1304.npz
1305,304.15,39,40,1305,graph_npz/batch_1/1305.npz
1306,314.15,41,42,1306,graph_npz/batch_1/1306.npz
1307,285.15,43,44,1307,graph_npz/batch_1/1307.npz
1308,297.15,38,40,1308,graph_npz/batch_1/1308.npz
1309,331.15,39,41,1309,graph_npz/batch_1/1309.npz
1310,313.15,44,47,1310,graph_npz/batch_1/1310.npz
1311,328.15,47,50,1311,graph_npz/batch_1/1311.npz
1312,309.15,42,45,1312,graph_npz/batch_1/1312.npz
1313,333.15,45,48,1313,graph_npz/batch_1/1313.npz
1314,291.15,37,39,1314,graph_npz/batch_1/1314.npz
1315,308.15,33,34,1315,graph_npz/batch_1/1315.npz
1316,379.35,43,47,1316,graph_npz/batch_1/1316.npz
1317,348.15,47,50,1317,graph_npz/batch_1/1317.npz
1318,342.15,50,53,1318,graph_npz/batch_1/1318.npz
1319,307.15,36,38,1319,graph_npz/batch_1/1319.npz
1320,313.15,35,37,1320,graph_npz/batch_1/1320.npz
1321,373.15,34,35,1321,graph_npz/batch_1/1321.npz
1322,281.65,25,25,1322,graph_npz/batch_1/1322.npz
1323,350.15,36,38,1323,graph_npz/batch_1/1323.npz
1324,356.15,40,42,1324,graph_npz/batch_1/1324.npz
1325,333.15,37,39,1325,graph_npz/batch_1/1325.npz
1326,336.15,29,30,1326,graph_npz/batch_1/1326.npz
1327,308.15,31,32,1327,graph_npz/batch_1/1327.npz
1328,334.15,31,32,1328,graph_npz/batch_1/1328.npz
1329,391.65,41,45,1329,graph_npz/batch_1/1329.npz
1330,364.15,31,32,1330,graph_npz/batch_1/1330.npz
1331,352.15,34,35,1331,graph_npz/batch_1/1331.npz
1332,383.15,40,41,1332,graph_npz/batch_1/1332.npz
1333,381.15,32,33,1333,graph_npz/batch_1/1333.npz
1334,315.15,29,30,1334,graph_npz/batch_1/1334.npz
1335,346.15,67,71,1335,graph_npz/batch_1/1335.npz
1336,319.15,43,46,1336,graph_npz/batch_1/1336.npz
1337,314.15,44,47,1337,graph_npz/batch_1/1337.npz
1338,313.15,43,46,1338,graph_npz/batch_1/1338.npz
1339,323.15,43,46,1339,graph_npz/batch_1/1339.npz
1340,315.15,43,46,1340,graph_npz/batch_1/1340.npz
1341,313.15,43,46,1341,graph_npz/batch_1/1341.npz
1342,319.15,42,45,1342,graph_npz/batch_1/1342.npz
1343,316.15,32,33,1343,graph_npz/batch_1/1343.npz
1344,371.15,45,48,1344,graph_npz/batch_1/1344.npz
1345,358.15,48,51,1345,graph_npz/batch_1/1345.npz
1346,318.15,31,32,1346,graph_npz/batch_1/1346.npz
1347,319.15,32,33,1347,graph_npz/batch_1/1347.npz
1348,322.15,34,35,1348,graph_npz/batch_1/1348.npz
1349,322.15,35,36,1349,graph_npz/batch_1/1349.npz
1350,375.15,35,37,1350,graph_npz/batch_1/1350.npz
1351,330.15,38,40,1351,graph_npz/batch_1/1351.npz
1352,324.15,33,34,1352,graph_npz/batch_1/1352.npz
1353,311.15,32,33,1353,graph_npz/batch_1/1353.npz
1354,309.15,35,36,1354,graph_npz/batch_1/1354.npz
1355,289.15,37,38,1355,graph_npz/batch_1/1355.npz
1356,272.15,39,40,1356,graph_npz/batch_1/1356.npz
1357,312.15,34,36,1357,graph_npz/batch_1/1357.npz
1358,311.15,32,33,1358,graph_npz/batch_1/1358.npz
1359,304.15,31,32,1359,graph_npz/batch_1/1359.npz
1360,467.65,33,34,1360,graph_npz/batch_1/1360.npz
1361,346.15,27,29,1361,graph_npz/batch_1/1361.npz
1362,333.15,28,29,1362,graph_npz/batch_1/1362.npz
1363,311.15,31,32,1363,graph_npz/batch_1/1363.npz
1364,321.15,33,35,1364,graph_npz/batch_1/1364.npz
1365,475.65,32,33,1365,graph_npz/batch_1/1365.npz
1366,364.15,26,28,1366,graph_npz/batch_1/1366.npz
1367,353.15,29,30,1367,graph_npz/batch_1/1367.npz
1368,318.15,30,31,1368,graph_npz/batch_1/1368.npz
1369,350.15,36,38,1369,graph_npz/batch_1/1369.npz
1370,342.15,31,32,1370,graph_npz/batch_1/1370.npz
1371,330.15,30,31,1371,graph_npz/batch_1/1371.npz
1372,324.15,33,34,1372,graph_npz/batch_1/1372.npz
1373,307.15,35,36,1373,graph_npz/batch_1/1373.npz
1374,283.15,37,38,1374,graph_npz/batch_1/1374.npz
1375,361.15,32,34,1375,graph_npz/batch_1/1375.npz
1376,476.65,31,32,1376,graph_npz/batch_1/1376.npz
1377,282.15,18,18,1377,graph_npz/batch_1/1377.npz
1378,323.15,12,11,1378,graph_npz/batch_1/1378.npz
1379,405.15,39,42,1379,graph_npz/batch_1/1379.npz
1380,332.35,25,27,1380,graph_npz/batch_1/1380.npz
1381,285.65,22,22,1381,graph_npz/batch_1/1381.npz
1382,404.15,32,33,1382,graph_npz/batch_1/1382.npz
1383,370.15,26,27,1383,graph_npz/batch_1/1383.npz
1384,341.15,32,34,1384,graph_npz/batch_1/1384.npz
1385,357.15,31,33,1385,graph_npz/batch_1/1385.npz
1386,282.15,18,17,1386,graph_npz/batch_1/1386.npz
1387,345.5,27,26,1387,graph_npz/batch_1/1387.npz
1388,358.15,59,63,1388,graph_npz/batch_1/1388.npz
1389,484.65,30,31,1389,graph_npz/batch_1/1389.npz
1390,386.15,24,26,1390,graph_npz/batch_1/1390.npz
1391,363.15,11,10,1391,graph_npz/batch_1/1391.npz
1392,301.77,13,12,1392,graph_npz/batch_1/1392.npz
1393,380.15,29,30,1393,graph_npz/batch_1/1393.npz
1394,393.15,37,39,1394,graph_npz/batch_1/1394.npz
1395,396.15,36,38,1395,graph_npz/batch_1/1395.npz
1396,383.15,29,30,1396,graph_npz/batch_1/1396.npz
1397,316.15,21,21,1397,graph_npz/batch_1/1397.npz
1398,299.15,15,14,1398,graph_npz/batch_1/1398.npz
1399,392.15,29,30,1399,graph_npz/batch_1/1399.npz
1400,368.15,30,31,1400,graph_npz/batch_1/1400.npz
1401,417.15,31,32,1401,graph_npz/batch_1/1401.npz
1402,389.15,34,36,1402,graph_npz/batch_1/1402.npz
1403,399.15,30,31,1403,graph_npz/batch_1/1403.npz
1404,413.15,33,35,1404,graph_npz/batch_1/1404.npz
1405,371.15,22,22,1405,graph_npz/batch_1/1405.npz
1406,310.65,19,19,1406,graph_npz/batch_1/1406.npz
1407,378.15,39,41,1407,graph_npz/batch_1/1407.npz
1408,326.15,38,40,1408,graph_npz/batch_1/1408.npz
1409,314.15,15,14,1409,graph_npz/batch_1/1409.npz
1410,297.15,12,11,1410,graph_npz/batch_1/1410.npz
1411,365.15,25,25,1411,graph_npz/batch_1/1411.npz
1412,257.15,13,12,1412,graph_npz/batch_1/1412.npz
1413,293.15,14,13,1413,graph_npz/batch_1/1413.npz
1414,330.15,15,14,1414,graph_npz/batch_1/1414.npz
1415,283.15,29,29,1415,graph_npz/batch_1/1415.npz
1416,283.15,27,27,1416,graph_npz/batch_1/1416.npz
1417,215.15,33,32,1417,graph_npz/batch_1/1417.npz
1418,293.15,36,37,1418,graph_npz/batch_1/1418.npz
1419,310.15,33,34,1419,graph_npz/batch_1/1419.npz
1420,300.15,29,28,1420,graph_npz/batch_1/1420.npz
1421,330.15,30,31,1421,graph_npz/batch_1/1421.npz
1422,368.15,26,25,1422,graph_npz/batch_1/1422.npz
1423,328.15,14,13,1423,graph_npz/batch_1/1423.npz
1424,362.15,15,14,1424,graph_npz/batch_1/1424.npz
1425,388.15,31,33,1425,graph_npz/batch_1/1425.npz
1426,382.15,27,28,1426,graph_npz/batch_1/1426.npz
1427,382.15,27,28,1427,graph_npz/batch_1/1427.npz
1428,385.15,28,29,1428,graph_npz/batch_1/1428.npz
1429,410.15,31,32,1429,graph_npz/batch_1/1429.npz
1430,415.15,32,33,1430,graph_npz/batch_1/1430.npz
1431,298.15,14,13,1431,graph_npz/batch_1/1431.npz
1432,229.15,20,19,1432,graph_npz/batch_1/1432.npz
1433,534.15,21,20,1433,graph_npz/batch_1/1433.npz
1434,482.65,29,30,1434,graph_npz/batch_1/1434.npz
1435,353.15,24,25,1435,graph_npz/batch_1/1435.npz
1436,437.15,34,37,1436,graph_npz/batch_1/1436.npz
1437,455.15,37,40,1437,graph_npz/batch_1/1437.npz
1438,421.15,23,25,1438,graph_npz/batch_1/1438.npz
1439,333.15,11,10,1439,graph_npz/batch_1/1439.npz
1440,332.05,17,17,1440,graph_npz/batch_1/1440.npz
1441,355.15,17,17,1441,graph_npz/batch_1/1441.npz
1442,303.1,17,17,1442,graph_npz/batch_1/1442.npz
1443,300.95,17,17,1443,graph_npz/batch_1/1443.npz
1444,436.15,34,37,1444,graph_npz/batch_1/1444.npz
1445,413.15,31,33,1445,graph_npz/batch_1/1445.npz
1446,307.6,17,17,1446,graph_npz/batch_1/1446.npz
1447,316.75,16,16,1447,graph_npz/batch_1/1447.npz
1448,292.55,17,17,1448,graph_npz/batch_1/1448.npz
1449,319.15,17,17,1449,graph_npz/batch_1/1449.npz
1450,271.15,27,27,1450,graph_npz/batch_1/1450.npz
1451,240.15,33,33,1451,graph_npz/batch_1/1451.npz
1452,181.15,39,39,1452,graph_npz/batch_1/1452.npz
1453,311.15,28,29,1453,graph_npz/batch_1/1453.npz
1454,409.15,24,26,1454,graph_npz/batch_1/1454.npz
1455,360.15,26,28,1455,graph_npz/batch_1/1455.npz
1456,346.15,28,30,1456,graph_npz/batch_1/1456.npz
1457,318.15,30,32,1457,graph_npz/batch_1/1457.npz
1458,302.15,32,34,1458,graph_npz/batch_1/1458.npz
1459,298.15,34,36,1459,graph_npz/batch_1/1459.npz
1460,299.15,36,38,1460,graph_npz/batch_1/1460.npz
1461,296.15,38,40,1461,graph_npz/batch_1/1461.npz
1462,329.15,14,14,1462,graph_npz/batch_1/1462.npz
1463,291.4,16,16,1463,graph_npz/batch_1/1463.npz
1464,315.75,17,17,1464,graph_npz/batch_1/1464.npz
1465,327.25,16,16,1465,graph_npz/batch_1/1465.npz
1466,384.15,14,14,1466,graph_npz/batch_1/1466.npz
1467,339.15,14,14,1467,graph_npz/batch_1/1467.npz
1468,356.65,14,14,1468,graph_npz/batch_1/1468.npz
1469,370.65,12,11,1469,graph_npz/batch_1/1469.npz
1470,471.15,20,20,1470,graph_npz/batch_1/1470.npz
1471,440.15,16,16,1471,graph_npz/batch_1/1471.npz
1472,383.15,19,19,1472,graph_npz/batch_1/1472.npz
1473,413.15,26,27,1473,graph_npz/batch_1/1473.npz
1474,379.15,16,16,1474,graph_npz/batch_1/1474.npz
1475,384.15,16,16,1475,graph_npz/batch_1/1475.npz
